Role,TimeofDay,DayofWeek,MMR,PartySize,QueueDuration
0, 0.7934837962962963, 0.25, 0.05, 0.2, 10
0, 0.13671296296296295, 0.25, 0.95, 0.2, 69
1, 0.8420138888888888, 0.875, 0.75, 0.2, 28
0, 0.028391203703703703, 0.125, 0.7, 0.4, 97
0, 0.07650462962962963, 0.625, 0.5, 0.8, 42
0, 0.6273726851851852, 0.125, 0.4, 0.8, 43
1, 0.2651967592592593, 0.75, 0.65, 0.2, 37
0, 0.45711805555555557, 0.75, 0.55, 0.8, 31
0, 0.35475694444444444, 0.25, 0.5, 0.6, 44
0, 0.18483796296296295, 0.25, 0.5, 0.8, 12
0, 0.49030092592592595, 0.75, 0.25, 0.8, 55
0, 0.8966319444444445, 0.375, 0.85, 0.6, 18
1, 0.24231481481481482, 0.625, 0.85, 0.2, 87
1, 0.5266319444444445, 0.0, 0.85, 0.2, 28
0, 0.7407175925925926, 0.375, 0.7, 0.6, 23
0, 0.7921064814814814, 0.25, 0.85, 0.2, 153
0, 0.44024305555555554, 0.625, 0.75, 0.2, 46
0, 0.1702662037037037, 0.75, 0.8, 0.6, 65
0, 0.15780092592592593, 0.875, 0.55, 0.4, 47
0, 0.10574074074074075, 0.625, 0.9, 0.6, 19
0, 0.16247685185185184, 0.875, 0.75, 0.6, 44
0, 0.9622106481481482, 0.25, 0.3, 0.2, 32
0, 0.9561574074074074, 0.625, 0.55, 0.2, 77
0, 0.776099537037037, 0.375, 0.3, 0.4, 30
1, 0.7246296296296296, 0.375, 0.7, 0.2, 133
0, 0.15410879629629629, 0.0, 0.4, 0.2, 44
0, 0.05769675925925926, 0.875, 0.25, 0.4, 42
0, 0.04125, 0.125, 0.1, 0.4, 53
0, 0.8006134259259259, 0.25, 0.35, 0.8, 81
0, 0.32354166666666667, 0.875, 0.3, 0.2, 24
0, 0.9938888888888889, 0.0, 0.9, 0.2, 25
1, 0.6860995370370371, 0.125, 0.7, 0.2, 58
0, 0.4818865740740741, 0.625, 0.8, 0.4, 62
1, 0.4258101851851852, 0.75, 0.65, 0.2, 46
0, 0.6712962962962963, 0.375, 0.45, 0.8, 31
0, 0.4843287037037037, 0.75, 0.7, 0.8, 19
0, 0.6388078703703703, 0.625, 1.0, 0.8, 98
0, 0.7713194444444444, 0.75, 0.1, 0.4, 37
0, 0.17228009259259258, 0.375, 0.4, 0.4, 59
0, 0.25525462962962964, 0.0, 0.2, 0.2, 43
0, 0.1634837962962963, 0.875, 0.85, 0.4, 52
0, 0.7982870370370371, 0.625, 0.25, 0.8, 10
0, 0.10712962962962963, 0.0, 0.05, 0.4, 193
0, 0.8099884259259259, 0.0, 0.4, 0.6, 70
0, 0.9237847222222222, 0.25, 0.35, 0.6, 20
0, 0.535150462962963, 0.0, 0.5, 0.6, 69
0, 0.2959837962962963, 0.0, 0.35, 0.6, 51
0, 0.36255787037037035, 0.375, 0.7, 0.2, 74
0, 0.16666666666666666, 0.25, 0.25, 0.6, 57
1, 0.021921296296296296, 0.375, 0.55, 0.2, 50
0, 0.37519675925925927, 0.625, 0.6, 0.8, 56
0, 0.5400925925925926, 0.375, 0.9, 0.8, 55
0, 0.023854166666666666, 0.375, 0.75, 0.4, 71
1, 0.2722800925925926, 0.375, 0.85, 0.2, 103
0, 0.8424884259259259, 0.625, 0.9, 0.6, 46
0, 0.7513194444444444, 0.875, 0.75, 0.4, 35
1, 0.9882060185185185, 0.0, 0.65, 0.2, 27
0, 0.5426851851851852, 0.0, 0.4, 0.6, 77
0, 0.49777777777777776, 0.875, 0.15, 0.8, 22
1, 0.7740046296296297, 0.0, 0.05, 0.2, 111
1, 0.4061689814814815, 0.25, 0.3, 0.2, 68
0, 0.19633101851851853, 0.0, 0.9, 0.6, 44
0, 0.9630671296296296, 0.375, 0.45, 0.6, 71
0, 0.945, 0.75, 0.8, 0.6, 32
0, 0.023171296296296297, 0.25, 0.9, 0.8, 90
0, 0.5909722222222222, 0.625, 0.9, 0.2, 61
0, 0.2517476851851852, 0.75, 0.1, 0.4, 53
0, 0.03986111111111111, 0.625, 0.95, 0.6, 67
0, 0.6159837962962963, 0.375, 0.3, 0.6, 122
0, 0.523275462962963, 0.75, 1.0, 0.4, 36
0, 0.2312847222222222, 0.375, 0.15, 0.2, 88
0, 0.8462962962962963, 0.125, 0.25, 0.6, 19
1, 0.7830439814814815, 0.0, 0.55, 0.2, 54
0, 0.9441087962962963, 0.75, 0.75, 0.6, 40
0, 0.08261574074074074, 0.25, 0.95, 0.4, 134
0, 0.8903703703703704, 0.375, 0.65, 0.4, 59
0, 0.6928703703703704, 0.375, 0.45, 0.2, 87
0, 0.4845949074074074, 0.125, 0.9, 0.2, 41
0, 0.8080671296296297, 0.125, 0.45, 0.6, 33
0, 0.350625, 0.875, 0.4, 0.6, 15
0, 0.2642476851851852, 0.75, 0.7, 0.2, 67
0, 0.7737847222222223, 0.75, 0.8, 0.6, 42
0, 0.9698148148148148, 0.875, 0.8, 0.2, 78
0, 0.3467476851851852, 0.375, 0.5, 0.2, 24
0, 0.4273032407407407, 0.125, 0.55, 0.6, 48
0, 0.4472800925925926, 0.375, 0.6, 0.4, 118
0, 0.07659722222222222, 0.375, 0.2, 0.2, 74
0, 0.23666666666666666, 0.25, 0.5, 0.4, 70
0, 0.1262037037037037, 0.75, 0.95, 0.8, 119
0, 0.7697569444444444, 0.75, 0.2, 0.6, 58
0, 0.5750115740740741, 0.25, 0.05, 0.2, 50
0, 0.4470949074074074, 0.875, 0.25, 0.2, 107
0, 0.23560185185185184, 0.25, 0.85, 0.2, 30
0, 0.4686458333333333, 0.25, 0.1, 0.4, 115
0, 0.016030092592592592, 0.0, 0.15, 0.4, 129
0, 0.3159375, 0.875, 0.95, 0.2, 40
0, 0.18912037037037038, 0.0, 0.3, 0.6, 57
1, 0.31775462962962964, 0.75, 0.85, 0.2, 36
0, 0.20840277777777777, 0.375, 0.7, 0.8, 34
0, 0.9506712962962963, 0.125, 0.7, 0.6, 68
0, 0.4650347222222222, 0.75, 1.0, 0.8, 54
0, 0.23341435185185186, 0.25, 0.35, 0.6, 140
1, 0.9549537037037037, 0.625, 0.5, 0.2, 26
1, 0.1981712962962963, 0.875, 0.4, 0.2, 18
0, 0.8584837962962963, 0.125, 0.65, 0.8, 55
0, 0.46238425925925924, 0.0, 0.65, 0.2, 26
0, 0.9505555555555556, 0.625, 0.45, 0.4, 16
0, 0.5938425925925926, 0.625, 0.35, 0.2, 22
0, 0.01957175925925926, 0.375, 0.95, 0.4, 31
1, 0.17002314814814815, 0.25, 1.0, 0.2, 129
0, 0.40488425925925925, 0.625, 0.8, 0.8, 78
0, 0.33800925925925923, 0.875, 1.0, 0.2, 23
0, 0.35858796296296297, 0.0, 0.3, 0.2, 108
0, 0.04212962962962963, 0.375, 0.1, 0.8, 65
0, 0.31189814814814815, 0.625, 0.05, 0.2, 95
0, 0.2644097222222222, 0.0, 0.2, 0.8, 108
0, 0.3910648148148148, 0.125, 0.85, 0.6, 68
0, 0.020810185185185185, 0.0, 0.15, 0.2, 85
0, 0.4712037037037037, 0.875, 0.05, 0.6, 77
1, 0.16172453703703704, 0.125, 0.1, 0.2, 254
0, 0.7445601851851852, 0.0, 0.55, 0.6, 29
0, 0.02414351851851852, 0.25, 0.75, 0.4, 79
0, 0.36150462962962965, 0.875, 0.65, 0.4, 123
0, 0.7429513888888889, 0.25, 0.2, 0.6, 57
1, 0.6703356481481482, 0.375, 0.85, 0.2, 176
1, 0.9127314814814815, 0.125, 0.8, 0.2, 84
0, 0.044710648148148145, 0.25, 0.35, 0.4, 36
0, 0.7508333333333334, 0.625, 0.15, 0.4, 48
0, 0.757175925925926, 0.125, 0.4, 0.6, 8
0, 0.9289351851851851, 0.875, 0.5, 0.4, 43
0, 0.41152777777777777, 0.375, 0.55, 0.8, 26
0, 0.7794212962962963, 0.75, 0.2, 0.2, 15
0, 0.5484375, 0.125, 0.2, 0.2, 69
0, 0.6163310185185186, 0.0, 0.3, 0.8, 23
0, 0.5244560185185185, 0.0, 0.45, 0.2, 41
0, 0.7798611111111111, 0.625, 0.2, 0.2, 115
0, 0.06578703703703703, 0.0, 0.15, 0.2, 110
1, 0.10684027777777778, 0.375, 0.75, 0.2, 67
0, 0.4404050925925926, 0.625, 0.8, 0.4, 24
0, 0.6470833333333333, 0.625, 0.8, 0.8, 91
1, 0.42997685185185186, 0.875, 0.05, 0.2, 43
0, 0.28658564814814813, 0.375, 0.75, 0.8, 71
0, 0.2401736111111111, 0.0, 0.6, 0.6, 62
1, 0.8220949074074074, 0.875, 0.8, 0.2, 16
0, 0.6978587962962963, 0.125, 0.15, 0.8, 25
0, 0.9074884259259259, 0.0, 0.35, 0.4, 8
0, 0.5017476851851852, 0.875, 0.55, 0.2, 13
0, 0.37135416666666665, 0.625, 0.9, 0.6, 73
0, 0.801238425925926, 0.375, 0.9, 0.4, 179
0, 0.01611111111111111, 0.875, 0.7, 0.8, 39
0, 0.8246412037037038, 0.125, 0.45, 0.2, 77
0, 0.9440393518518518, 0.375, 0.65, 0.2, 37
0, 0.5175115740740741, 0.0, 0.4, 0.8, 15
0, 0.6473148148148148, 0.0, 1.0, 0.6, 91
0, 0.13137731481481482, 0.125, 0.6, 0.4, 74
0, 0.8605208333333333, 0.875, 0.25, 0.4, 35
0, 0.3354050925925926, 0.75, 0.25, 0.4, 128
0, 0.06745370370370371, 0.125, 0.65, 0.4, 27
0, 0.5728935185185186, 0.75, 0.85, 0.8, 27
0, 0.8247337962962963, 0.125, 0.6, 0.2, 109
0, 0.1907060185185185, 0.25, 0.8, 0.6, 57
0, 0.5566319444444444, 0.625, 0.1, 0.6, 113
0, 0.3865162037037037, 0.0, 0.8, 0.8, 30
0, 0.5251388888888889, 0.875, 0.55, 0.8, 49
0, 0.020243055555555556, 0.75, 0.5, 0.4, 31
0, 0.10054398148148148, 0.875, 0.4, 0.2, 15
0, 0.5079861111111111, 0.625, 0.8, 0.6, 70
0, 0.7224884259259259, 0.125, 0.3, 0.6, 159
0, 0.5282291666666666, 0.25, 0.9, 0.6, 33
0, 0.7898842592592593, 0.125, 0.3, 0.2, 21
1, 0.27436342592592594, 0.0, 0.95, 0.2, 79
0, 0.20797453703703703, 0.625, 0.6, 0.2, 280
0, 0.16392361111111112, 0.375, 0.4, 0.8, 61
0, 0.5041319444444444, 0.625, 0.3, 0.4, 38
0, 0.03321759259259259, 0.75, 0.5, 0.8, 42
0, 0.9667361111111111, 0.375, 0.3, 0.4, 72
0, 0.9409953703703704, 0.25, 0.45, 0.4, 98
0, 0.9569097222222223, 0.375, 0.55, 0.8, 38
0, 0.4697337962962963, 0.125, 0.15, 0.8, 19
0, 0.6509837962962963, 0.625, 0.3, 0.4, 48
0, 0.31775462962962964, 0.25, 0.9, 0.2, 19
0, 0.939224537037037, 0.75, 0.55, 0.8, 48
0, 0.9879398148148149, 0.125, 0.7, 0.8, 27
0, 0.8471527777777778, 0.375, 0.35, 0.4, 20
1, 0.5919444444444445, 0.625, 0.9, 0.2, 58
0, 0.31885416666666666, 0.0, 0.75, 0.2, 29
0, 0.5517824074074074, 0.625, 0.65, 0.8, 32
0, 0.022546296296296297, 0.0, 0.75, 0.4, 75
0, 0.9825694444444445, 0.875, 0.55, 0.6, 13
0, 0.7340046296296296, 0.375, 0.25, 0.8, 8
1, 0.6966782407407407, 0.25, 0.5, 0.2, 46
0, 0.4296412037037037, 0.25, 0.1, 0.4, 59
0, 0.37296296296296294, 0.25, 1.0, 0.2, 187
0, 0.15680555555555556, 0.125, 0.1, 0.4, 136
0, 0.9801736111111111, 0.625, 0.75, 0.4, 45
0, 0.37159722222222225, 0.375, 0.25, 0.2, 46
0, 0.03133101851851852, 0.75, 0.15, 0.4, 24
1, 0.8533333333333334, 0.25, 0.5, 0.2, 26
0, 0.7366203703703704, 0.0, 0.2, 0.6, 188
0, 0.2432175925925926, 0.25, 0.5, 0.6, 45
0, 0.05344907407407407, 0.875, 0.85, 0.4, 71
1, 0.17939814814814814, 0.125, 0.95, 0.2, 27
0, 0.18971064814814814, 0.625, 0.7, 0.2, 28
0, 0.7427430555555555, 0.875, 0.75, 0.2, 110
1, 0.9761921296296296, 0.875, 0.05, 0.2, 58
1, 0.3911921296296296, 0.625, 0.35, 0.2, 73
1, 0.07793981481481481, 0.125, 0.6, 0.2, 51
1, 0.31474537037037037, 0.875, 0.5, 0.2, 21
0, 0.7904050925925926, 0.25, 0.6, 0.8, 51
0, 0.8864236111111111, 0.625, 0.6, 0.4, 95
0, 0.5934490740740741, 0.625, 0.9, 0.4, 41
0, 0.4189236111111111, 0.625, 0.05, 0.6, 26
1, 0.10251157407407407, 0.125, 0.85, 0.2, 33
1, 0.5526157407407407, 0.625, 0.15, 0.2, 41
0, 0.9688194444444445, 0.625, 0.85, 0.2, 21
0, 0.33099537037037036, 0.875, 0.2, 0.2, 50
0, 0.16550925925925927, 0.625, 0.75, 0.8, 179
1, 0.765011574074074, 0.75, 0.55, 0.2, 59
0, 0.9707638888888889, 0.125, 0.05, 0.8, 18
0, 0.4234837962962963, 0.25, 0.65, 0.6, 30
1, 0.6858796296296297, 0.75, 0.8, 0.2, 31
1, 0.8037847222222222, 0.125, 0.15, 0.2, 35
0, 0.9516782407407407, 0.625, 0.05, 0.4, 36
0, 0.08072916666666667, 0.625, 0.8, 0.8, 21
0, 0.30927083333333333, 0.875, 0.7, 0.2, 28
0, 0.8865625, 0.25, 0.5, 0.8, 19
0, 0.11637731481481481, 0.375, 0.15, 0.4, 51
1, 0.3026041666666667, 0.75, 0.4, 0.2, 38
0, 0.27490740740740743, 0.375, 0.7, 0.2, 29
0, 0.7845833333333333, 0.0, 0.55, 0.2, 31
0, 0.573136574074074, 0.875, 0.6, 0.6, 114
1, 0.23775462962962962, 0.375, 0.2, 0.2, 42
0, 0.5646875, 0.875, 0.65, 0.2, 96
0, 0.8642361111111111, 0.625, 0.5, 0.4, 36
0, 0.9422916666666666, 0.375, 0.65, 0.6, 40
0, 0.15601851851851853, 0.25, 0.1, 0.6, 64
0, 0.9173726851851852, 0.75, 0.85, 0.2, 41
0, 0.42993055555555554, 0.375, 0.1, 0.4, 84
0, 0.2475, 0.0, 0.15, 0.6, 202
0, 0.6721643518518519, 0.0, 0.95, 0.8, 146
0, 0.0738425925925926, 0.875, 0.25, 0.4, 30
0, 0.3568865740740741, 0.125, 0.9, 0.8, 31
1, 0.05528935185185185, 0.375, 0.15, 0.2, 35
0, 0.4716550925925926, 0.75, 0.95, 0.8, 76
1, 0.2585300925925926, 0.625, 0.55, 0.2, 60
1, 0.8253935185185185, 0.625, 0.2, 0.2, 77
0, 0.24384259259259258, 0.625, 1.0, 0.6, 91
1, 0.922037037037037, 0.75, 0.6, 0.2, 32
0, 0.39131944444444444, 0.125, 0.2, 0.6, 38
0, 0.8226851851851852, 0.125, 0.1, 0.4, 37
0, 0.5286805555555556, 0.875, 1.0, 0.8, 37
0, 0.7386111111111111, 0.375, 0.95, 0.4, 74
0, 0.09934027777777778, 0.125, 0.95, 0.4, 92
0, 0.645625, 0.125, 0.95, 0.8, 70
0, 0.42247685185185185, 0.875, 0.45, 0.2, 21
1, 0.34586805555555555, 0.625, 0.7, 0.2, 16
0, 0.8411111111111111, 0.875, 0.85, 0.8, 26
0, 0.3170486111111111, 0.625, 0.05, 0.2, 85
0, 0.5796412037037038, 0.25, 0.45, 0.4, 70
0, 0.7759143518518519, 0.0, 0.1, 0.4, 57
0, 0.8396064814814815, 0.75, 0.25, 0.6, 65
1, 0.008819444444444444, 0.75, 0.4, 0.2, 31
0, 0.47208333333333335, 0.375, 0.3, 0.8, 43
1, 0.9407175925925926, 0.875, 0.3, 0.2, 42
0, 0.3425925925925926, 0.125, 0.65, 0.2, 27
0, 0.7854166666666667, 0.375, 0.95, 0.4, 31
0, 0.12869212962962964, 0.625, 0.1, 0.4, 30
0, 0.6318055555555555, 0.875, 0.2, 0.8, 76
1, 0.6653125, 0.625, 0.35, 0.2, 62
0, 0.640011574074074, 0.625, 0.3, 0.8, 41
0, 0.17721064814814816, 0.0, 0.35, 0.6, 58
0, 0.8432175925925925, 0.875, 0.05, 0.4, 60
0, 0.5080324074074074, 0.375, 0.8, 0.6, 41
0, 0.6244907407407407, 0.75, 0.8, 0.8, 125
0, 0.3429050925925926, 0.375, 0.4, 0.4, 33
0, 0.35733796296296294, 0.125, 0.65, 0.6, 131
1, 0.8822569444444445, 0.0, 0.05, 0.2, 100
0, 0.6986111111111111, 0.375, 0.55, 0.6, 16
0, 0.9274768518518518, 0.25, 0.25, 0.6, 33
0, 0.2469212962962963, 0.875, 0.6, 0.4, 87
0, 0.1750925925925926, 0.125, 0.35, 0.6, 33
0, 0.24758101851851852, 0.0, 0.15, 0.4, 125
0, 0.48072916666666665, 0.125, 0.95, 0.2, 30
0, 0.6299305555555555, 0.75, 0.2, 0.2, 50
0, 0.2629050925925926, 0.25, 0.5, 0.2, 24
0, 0.2852199074074074, 0.0, 0.4, 0.4, 48
0, 0.6102893518518518, 0.0, 0.75, 0.2, 74
0, 0.4734027777777778, 0.375, 0.1, 0.8, 17
0, 0.43774305555555554, 0.25, 0.5, 0.6, 83
0, 0.43765046296296295, 0.0, 0.2, 0.6, 73
0, 0.9570833333333333, 0.25, 0.2, 0.2, 57
0, 0.7490162037037037, 0.625, 1.0, 0.4, 51
0, 0.4291203703703704, 0.25, 0.55, 0.8, 33
0, 0.21092592592592593, 0.75, 0.9, 0.2, 32
1, 0.2270949074074074, 0.125, 0.55, 0.2, 49
0, 0.21969907407407407, 0.625, 0.3, 0.2, 30
0, 0.5786574074074075, 0.375, 0.45, 0.8, 135
1, 0.5147569444444444, 0.75, 0.15, 0.2, 36
0, 0.5181597222222222, 0.25, 0.1, 0.2, 61
1, 0.07271990740740741, 0.125, 0.75, 0.2, 25
0, 0.7186342592592593, 0.75, 0.95, 0.4, 32
0, 0.7490162037037037, 0.625, 0.75, 0.6, 119
1, 0.7021064814814815, 0.375, 0.65, 0.2, 26
0, 0.047002314814814816, 0.625, 0.7, 0.8, 123
0, 0.42949074074074073, 0.125, 0.15, 0.6, 27
0, 0.034444444444444444, 0.25, 0.4, 0.4, 35
0, 0.8793518518518518, 0.625, 0.05, 0.2, 11
0, 0.6508680555555556, 0.375, 0.45, 0.8, 25
1, 0.4829976851851852, 0.625, 0.85, 0.2, 46
0, 0.15773148148148147, 0.625, 0.95, 0.2, 80
0, 0.09585648148148149, 0.375, 0.65, 0.2, 61
0, 0.549224537037037, 0.125, 0.2, 0.2, 64
0, 0.7883564814814815, 0.625, 0.45, 0.4, 134
0, 0.9663888888888889, 0.375, 0.25, 0.6, 17
1, 0.8206712962962963, 0.75, 0.85, 0.2, 49
0, 0.7159375, 0.0, 0.6, 0.4, 33
0, 0.8876273148148148, 0.625, 0.95, 0.8, 59
0, 0.35141203703703705, 0.625, 0.65, 0.4, 55
1, 0.6169907407407408, 0.125, 0.2, 0.2, 51
0, 0.35881944444444447, 0.0, 0.25, 0.8, 93
1, 0.10736111111111112, 0.75, 0.6, 0.2, 64
0, 0.5901157407407407, 0.875, 0.05, 0.4, 38
0, 0.8795949074074074, 0.25, 0.15, 0.2, 85
0, 0.9702893518518518, 0.375, 0.8, 0.8, 22
1, 0.5236805555555556, 0.125, 0.7, 0.2, 13
0, 0.4497685185185185, 0.25, 0.4, 0.4, 47
0, 0.4290625, 0.625, 0.6, 0.2, 177
0, 0.42988425925925927, 0.375, 0.75, 0.2, 56
1, 0.16439814814814815, 0.125, 0.05, 0.2, 32
0, 0.5192824074074074, 0.375, 0.85, 0.6, 89
0, 0.6130555555555556, 0.125, 0.5, 0.8, 14
0, 0.6996990740740741, 0.375, 0.9, 0.8, 213
0, 0.5857407407407408, 0.0, 0.2, 0.2, 39
0, 0.6085300925925926, 0.125, 0.6, 0.8, 30
0, 0.9992361111111111, 0.875, 0.85, 0.6, 42
0, 0.890636574074074, 0.75, 0.45, 0.8, 21
0, 0.3347453703703704, 0.0, 0.35, 0.6, 41
0, 0.5103935185185186, 0.125, 0.6, 0.2, 99
1, 0.10969907407407407, 0.125, 0.1, 0.2, 35
1, 0.2836689814814815, 0.875, 0.2, 0.2, 38
0, 0.8616319444444445, 0.375, 0.35, 0.8, 46
0, 0.5827777777777777, 0.0, 0.7, 0.2, 111
1, 0.2583449074074074, 0.125, 1.0, 0.2, 42
0, 0.8894675925925926, 0.875, 0.2, 0.6, 74
0, 0.08224537037037037, 0.375, 0.35, 0.2, 205
0, 0.8547106481481481, 0.0, 0.4, 0.8, 78
0, 0.9017592592592593, 0.125, 0.5, 0.2, 99
0, 0.10560185185185185, 0.0, 1.0, 0.2, 20
1, 0.44538194444444446, 0.875, 0.8, 0.2, 56
0, 0.22868055555555555, 0.25, 0.7, 0.8, 94
1, 0.9474421296296296, 0.375, 0.7, 0.2, 42
0, 0.9741203703703704, 0.375, 0.8, 0.4, 16
0, 0.5067361111111112, 0.625, 1.0, 0.8, 29
0, 0.4276388888888889, 0.625, 0.4, 0.2, 44
0, 0.17641203703703703, 0.375, 0.5, 0.4, 23
0, 0.8640856481481481, 0.375, 0.9, 0.4, 24
0, 0.9654166666666667, 0.0, 0.85, 0.6, 34
0, 0.01650462962962963, 0.75, 0.8, 0.2, 30
1, 0.05092592592592592, 0.25, 0.75, 0.2, 20
1, 0.5813078703703703, 0.75, 0.2, 0.2, 33
0, 0.9638078703703704, 0.75, 0.4, 0.6, 21
1, 0.08340277777777778, 0.0, 0.4, 0.2, 146
1, 0.5054050925925926, 0.75, 0.3, 0.2, 45
0, 0.7168402777777778, 0.75, 0.55, 0.4, 73
1, 0.1882175925925926, 0.75, 0.3, 0.2, 38
0, 0.536238425925926, 0.125, 0.9, 0.2, 21
0, 0.09304398148148148, 0.375, 0.8, 0.2, 31
1, 0.7970949074074074, 0.0, 0.3, 0.2, 14
0, 0.13175925925925927, 0.25, 0.35, 0.8, 35
0, 0.2869675925925926, 0.25, 0.35, 0.2, 99
0, 0.5713541666666667, 0.875, 0.9, 0.4, 49
1, 0.38083333333333336, 0.25, 0.25, 0.2, 110
0, 0.9713888888888889, 0.375, 0.1, 0.6, 65
1, 0.31975694444444447, 0.375, 0.95, 0.2, 84
0, 0.9833912037037037, 0.875, 0.65, 0.8, 39
1, 0.1955324074074074, 0.875, 0.3, 0.2, 18
0, 0.01513888888888889, 0.0, 0.85, 0.6, 66
1, 0.34150462962962963, 0.125, 0.1, 0.2, 24
1, 0.14854166666666666, 0.75, 1.0, 0.2, 221
0, 0.3088310185185185, 0.25, 0.5, 0.2, 25
0, 0.3063078703703704, 0.25, 0.85, 0.2, 96
0, 0.9834490740740741, 0.875, 0.8, 0.4, 20
0, 0.8113773148148148, 0.875, 0.85, 0.2, 42
0, 0.6878472222222223, 0.875, 0.1, 0.8, 53
0, 0.0979050925925926, 0.25, 0.1, 0.8, 87
0, 0.6200694444444445, 0.125, 0.45, 0.8, 29
0, 0.1337037037037037, 0.25, 0.6, 0.2, 130
0, 0.5432754629629629, 0.125, 1.0, 0.8, 113
0, 0.6409143518518519, 0.75, 0.55, 0.8, 30
0, 0.17759259259259258, 0.625, 0.5, 0.2, 52
0, 0.9695138888888889, 0.25, 0.25, 0.8, 10
0, 0.639375, 0.25, 0.65, 0.2, 89
0, 0.12158564814814815, 0.75, 0.35, 0.6, 36
1, 0.06063657407407407, 0.875, 0.65, 0.2, 119
0, 0.018298611111111113, 0.625, 0.05, 0.2, 38
1, 0.6067824074074074, 0.875, 0.55, 0.2, 68
1, 0.40087962962962964, 0.625, 0.2, 0.2, 51
0, 0.287662037037037, 0.375, 0.05, 0.4, 63
0, 0.8508564814814815, 0.375, 0.25, 0.6, 13
0, 0.058159722222222224, 0.0, 0.6, 0.6, 27
0, 0.49971064814814814, 0.25, 0.65, 0.8, 104
0, 0.6493981481481481, 0.875, 0.5, 0.4, 66
0, 0.5710995370370371, 0.375, 0.45, 0.2, 65
0, 0.21752314814814816, 0.0, 0.55, 0.4, 71
0, 0.30451388888888886, 0.375, 0.1, 0.8, 8
0, 0.6587384259259259, 0.375, 0.65, 0.8, 47
0, 0.024375, 0.0, 0.1, 0.6, 67
0, 0.6170023148148148, 0.625, 0.05, 0.6, 86
1, 0.1556597222222222, 0.875, 0.2, 0.2, 19
0, 0.7816435185185185, 0.125, 0.5, 0.4, 34
0, 0.39611111111111114, 0.875, 0.55, 0.6, 77
0, 0.1571875, 0.625, 0.8, 0.4, 50
1, 0.2253125, 0.75, 1.0, 0.2, 13
1, 0.5287615740740741, 0.25, 1.0, 0.2, 211
1, 0.32905092592592594, 0.25, 0.55, 0.2, 76
0, 0.7808912037037037, 0.125, 0.7, 0.2, 37
0, 0.17653935185185185, 0.625, 0.2, 0.2, 274
0, 0.3084837962962963, 0.375, 0.85, 0.4, 77
0, 0.7619675925925926, 0.75, 0.4, 0.4, 23
0, 0.9227430555555556, 0.125, 0.9, 0.6, 51
0, 0.20754629629629628, 0.125, 0.95, 0.4, 37
0, 0.750625, 0.75, 0.15, 0.6, 37
0, 0.7537615740740741, 0.375, 0.4, 0.8, 20
0, 0.5976157407407408, 0.75, 0.55, 0.2, 25
0, 0.6817361111111111, 0.625, 0.75, 0.4, 102
0, 0.9283217592592593, 0.375, 0.45, 0.2, 27
0, 0.27480324074074075, 0.625, 0.6, 0.4, 59
0, 0.046030092592592595, 0.875, 1.0, 0.4, 39
0, 0.9421064814814815, 0.375, 0.8, 0.4, 63
0, 0.9694444444444444, 0.375, 0.75, 0.4, 33
0, 0.5180671296296296, 0.875, 0.85, 0.2, 59
0, 0.4127199074074074, 0.0, 0.55, 0.4, 69
0, 0.7798495370370371, 0.25, 0.2, 0.6, 107
0, 0.6436458333333334, 0.25, 0.65, 0.6, 85
1, 0.41563657407407406, 0.125, 0.9, 0.2, 62
0, 0.7222916666666667, 0.625, 0.65, 0.8, 32
0, 0.43570601851851853, 0.375, 0.4, 0.6, 97
0, 0.15268518518518517, 0.375, 0.4, 0.4, 98
0, 0.9586574074074075, 0.875, 0.4, 0.6, 29
0, 0.9483912037037037, 0.125, 0.6, 0.8, 31
0, 0.9124768518518519, 0.0, 0.9, 0.2, 51
1, 0.8039004629629629, 0.875, 0.6, 0.2, 12
0, 0.6083796296296297, 0.625, 0.2, 0.2, 40
0, 0.6901157407407408, 0.375, 0.85, 0.8, 99
0, 0.8573611111111111, 0.625, 0.65, 0.4, 28
0, 0.8073148148148148, 0.0, 0.7, 0.2, 19
1, 0.46520833333333333, 0.125, 0.1, 0.2, 19
0, 0.7788310185185185, 0.875, 0.6, 0.2, 70
0, 0.819849537037037, 0.125, 0.65, 0.8, 25
0, 0.40695601851851854, 0.625, 0.55, 0.4, 73
0, 0.6952546296296296, 0.375, 0.15, 0.2, 65
0, 0.41834490740740743, 0.125, 0.75, 0.6, 10
1, 0.8215162037037037, 0.625, 0.1, 0.2, 12
1, 0.07148148148148148, 0.375, 0.85, 0.2, 64
0, 0.041296296296296296, 0.375, 0.9, 0.2, 130
0, 0.8560763888888889, 0.375, 0.9, 0.6, 17
0, 0.06660879629629629, 0.75, 0.95, 0.8, 136
0, 0.3627199074074074, 0.75, 0.45, 0.2, 46
0, 0.26666666666666666, 0.375, 0.15, 0.2, 20
1, 0.14775462962962962, 0.875, 0.1, 0.2, 55
0, 0.20398148148148149, 0.75, 0.3, 0.8, 45
1, 0.46402777777777776, 0.125, 0.8, 0.2, 24
0, 0.3774537037037037, 0.875, 0.65, 0.2, 32
0, 0.7250115740740741, 0.875, 0.75, 0.2, 43
0, 0.7085416666666666, 0.75, 0.85, 0.2, 42
1, 0.02724537037037037, 0.625, 0.85, 0.2, 209
0, 0.3146759259259259, 0.25, 0.7, 0.6, 39
1, 0.7036111111111111, 0.375, 0.55, 0.2, 224
